Date,Workout Name,Exercise Name,Set Order,lb,Reps,mi,Seconds
2017-07-29 17:43:04,"TSA","Squat",4,160.0,12,0.0,0
2017-07-29 17:43:04,"TSA","Bench Press",1,145.0,5,0.0,0
2017-07-29 17:43:04,"TSA","Bench Press",2,145.0,5,0.0,0
2017-07-29 17:43:04,"TSA","Bench Press",3,145.0,5,0.0,0
2017-07-29 17:43:04,"TSA","Bench Press",4,145.0,14,0.0,0
2017-07-29 17:43:04,"TSA","Pull Up",1,0.0,5,0.0,0
2017-07-29 17:43:04,"TSA","Pull Up",2,0.0,5,0.0,0
2017-07-29 17:43:04,"TSA","Pull Up",3,0.0,5,0.0,0
2017-07-29 17:43:04,"TSA","Pull Up",4,0.0,5,0.0,0
2017-07-31 12:40:56,"TSA","Squat",1,180.0,5,0.0,0
2017-07-31 12:40:56,"TSA","Squat",2,180.0,5,0.0,0
2017-07-31 12:40:56,"TSA","Squat",3,180.0,5,0.0,0
2017-07-31 12:40:56,"TSA","Squat",4,180.0,5,0.0,0
2017-07-31 12:40:56,"TSA","Bench Press",1,165.0,5,0.0,0
2017-07-31 12:40:56,"TSA","Bench Press",2,165.0,5,0.0,0
2017-07-31 12:40:56,"TSA","Bench Press",3,165.0,5,0.0,0
2017-07-31 12:40:56,"TSA","Bench Press",4,165.0,10,0.0,0
2017-08-02 19:16:51,"TSA","Squat",1,180.0,5,0.0,0
2017-08-02 19:16:51,"TSA","Squat",2,180.0,5,0.0,0
2017-08-02 19:16:51,"TSA","Squat",3,180.0,5,0.0,0
2017-08-02 19:16:51,"TSA","Squat",4,180.0,5,0.0,0
2017-08-02 19:16:51,"TSA","Bench Press",1,165.0,5,0.0,0
2017-08-02 19:16:51,"TSA","Bench Press",2,165.0,5,0.0,0
2017-08-02 19:16:51,"TSA","Bench Press",3,165.0,5,0.0,0
2017-08-02 19:16:51,"TSA","Bench Press",4,175.0,3,0.0,0
2017-08-02 19:16:51,"TSA","Bench Press",5,185.0,3,0.0,0
2017-08-02 19:16:51,"TSA","Pull Up",1,0.0,5,0.0,0
2017-08-02 19:16:51,"TSA","Pull Up",2,0.0,5,0.0,0
2017-08-02 19:16:51,"TSA","Pull Up",3,0.0,5,0.0,0
2017-08-02 19:16:51,"TSA","Pull Up",4,0.0,5,0.0,0
2017-08-02 19:16:51,"TSA","Curl",1,25.0,10,0.0,0
2017-08-02 19:16:51,"TSA","Curl",2,25.0,10,0.0,0
2017-08-02 19:16:51,"TSA","Curl",3,25.0,10,0.0,0
2017-08-04 17:29:23,"TSB","Squat",1,185.0,5,0.0,0
2017-08-04 17:29:23,"TSB","Squat",2,185.0,5,0.0,0
2017-08-04 17:29:23,"TSB","Squat",3,185.0,5,0.0,0
2017-08-04 17:29:23,"TSB","Squat",4,185.0,5,0.0,0
2017-08-04 17:29:23,"TSB","Bench Press",1,165.0,5,0.0,0
2017-08-04 17:29:23,"TSB","Bench Press",2,165.0,5,0.0,0
2017-08-04 17:29:23,"TSB","Bench Press",3,165.0,5,0.0,0
2017-08-04 17:29:23,"TSB","Bench Press",4,165.0,5,0.0,0
2017-08-04 17:29:23,"TSB","Pull Up",1,0.0,5,0.0,0
2017-08-04 17:29:23,"TSB","Pull Up",2,0.0,5,0.0,0
2017-08-04 17:29:23,"TSB","Pull Up",3,0.0,5,0.0,0
2017-08-08 17:48:20,"TSA","Squat",1,205.0,3,0.0,0
2017-08-08 17:48:20,"TSA","Squat",2,205.0,3,0.0,0
2017-08-08 17:48:20,"TSA","Squat",3,205.0,3,0.0,0
2017-08-08 17:48:20,"TSA","Squat",4,205.0,3,0.0,0
2017-08-08 17:48:20,"TSA","Bench Press",1,185.0,3,0.0,0
2017-08-08 17:48:20,"TSA","Bench Press",2,185.0,3,0.0,0
2017-08-08 17:48:20,"TSA","Bench Press",3,185.0,3,0.0,0
2017-08-08 17:48:20,"TSA","Bench Press",4,185.0,3,0.0,0
2017-08-08 17:48:20,"TSA","Pull Up",1,0.0,5,0.0,0
2017-08-08 17:48:20,"TSA","Pull Up",2,0.0,5,0.0,0
2017-08-08 17:48:20,"TSA","Pull Up",3,0.0,5,0.0,0
2017-08-08 17:48:20,"TSA","Pull Up",4,0.0,5,0.0,0
2017-08-19 14:37:36,"TSA","Squat",1,160.0,5,0.0,0
2017-08-19 14:37:36,"TSA","Squat",2,160.0,5,0.0,0
2017-08-19 14:37:36,"TSA","Squat",3,170.0,5,0.0,0
2017-08-19 14:37:36,"TSA","Squat",4,185.0,5,0.0,0
2017-08-19 14:37:36,"TSA","Bench Press",1,145.0,5,0.0,0
2017-08-19 14:37:36,"TSA","Bench Press",2,145.0,5,0.0,0
2017-08-19 14:37:36,"TSA","Bench Press",3,155.0,5,0.0,0
2017-08-19 14:37:36,"TSA","Bench Press",4,165.0,5,0.0,0
2017-08-19 14:37:36,"TSA","Pull Up",1,0.0,5,0.0,0
2017-08-19 14:37:36,"TSA","Pull Up",2,0.0,4,0.0,0
2017-08-19 14:37:36,"TSA","Pull Up",3,0.0,2,0.0,0
2017-08-19 14:37:36,"TSA","Pull Up",4,0.0,2,0.0,0
2017-08-28 14:44:06,"531D","Squat",1,160.0,5,0.0,0
2017-08-28 14:44:06,"531D","Squat",2,160.0,5,0.0,0
2017-08-28 14:44:06,"531D","Squat",3,160.0,5,0.0,0
2017-08-28 14:44:06,"531D","Squat",4,160.0,5,0.0,0
2017-08-28 14:44:06,"531D","Front Squat",1,45.0,10,0.0,0
2017-08-28 14:44:06,"531D","Front Squat",2,65.0,10,0.0,0
2017-08-28 14:44:06,"531D","Front Squat",3,95.0,10,0.0,0
2017-08-28 14:44:06,"531D","Kroc Row",1,45.0,12,0.0,0
2017-08-28 14:44:06,"531D","Kroc Row",2,45.0,12,0.0,0
2017-08-28 14:44:06,"531D","Kroc Row",3,50.0,12,0.0,0
2017-08-29 12:49:19,"531C","Bench Press",1,145.0,5,0.0,0
2017-08-29 12:49:19,"531C","Bench Press",2,145.0,5,0.0,0
2017-08-29 12:49:19,"531C","Bench Press",3,145.0,5,0.0,0
2017-08-29 12:49:19,"531C","Bench Press",4,145.0,12,0.0,0
2017-08-29 12:49:19,"531C","Incline Bench DB",1,50.0,10,0.0,0
2017-08-29 12:49:19,"531C","Incline Bench DB",2,50.0,10,0.0,0
2017-08-29 12:49:19,"531C","Incline Bench DB",3,50.0,10,0.0,0
2017-08-29 12:49:19,"531C","Pull Up",1,0.0,5,0.0,0
2017-08-29 12:49:19,"531C","Pull Up",2,0.0,5,0.0,0
2017-08-29 12:49:19,"531C","Pull Up",3,0.0,5,0.0,0
2017-08-29 12:49:19,"531C","Pull Up",4,0.0,4,0.0,0
2017-08-29 12:49:19,"531C","Bench Press",1,145.0,5,0.0,0
2017-08-29 12:49:19,"531C","Bench Press",2,145.0,5,0.0,0
2017-08-29 12:49:19,"531C","Bench Press",3,145.0,5,0.0,0
2017-08-29 12:49:19,"531C","Bench Press",4,145.0,12,0.0,0
2017-08-29 12:49:19,"531C","Incline Bench DB",1,50.0,10,0.0,0
2017-08-29 12:49:19,"531C","Incline Bench DB",2,50.0,10,0.0,0
2017-08-29 12:49:19,"531C","Incline Bench DB",3,50.0,10,0.0,0
2017-08-29 12:49:19,"531C","Pull Up",1,0.0,5,0.0,0
2017-08-29 12:49:19,"531C","Pull Up",2,0.0,5,0.0,0
2017-08-29 12:49:19,"531C","Pull Up",3,0.0,5,0.0,0
2017-08-29 12:49:19,"531C","Pull Up",4,0.0,4,0.0,0
2017-08-31 11:41:18,"531B","Deadlift",1,225.0,5,0.0,0
2017-08-31 11:41:18,"531B","Deadlift",2,225.0,5,0.0,0
2017-08-31 11:41:18,"531B","Deadlift",3,225.0,5,0.0,0
2017-08-31 11:41:18,"531B","Deadlift",4,225.0,5,0.0,0
2017-08-31 11:41:18,"531B","Romanian Deadlift",1,135.0,10,0.0,0
2017-08-31 11:41:18,"531B","Romanian Deadlift",2,185.0,10,0.0,0
2017-08-31 11:41:18,"531B","Romanian Deadlift",3,185.0,10,0.0,0
2017-08-31 11:41:18,"531B","Kroc Row",1,50.0,12,0.0,0
2017-08-31 11:41:18,"531B","Kroc Row",2,50.0,12,0.0,0
2017-08-31 11:41:18,"531B","Kroc Row",3,50.0,12,0.0,0
2017-09-01 15:20:09,"531A","Military Press",1,95.0,5,0.0,0
2017-09-01 15:20:09,"531A","Military Press",2,95.0,5,0.0,0
2017-09-01 15:20:09,"531A","Military Press",3,95.0,5,0.0,0
2017-09-01 15:20:09,"531A","Military Press",4,95.0,8,0.0,0
2017-09-01 15:20:09,"531A","Pull Up",1,0.0,4,0.0,0
2017-09-01 15:20:09,"531A","Pull Up",2,0.0,4,0.0,0
2017-09-01 15:20:09,"531A","Pull Up",3,0.0,4,0.0,0
2017-09-01 15:20:09,"531A","Pull Up",4,0.0,2,0.0,0
2017-09-01 15:20:09,"531A","Pull Up",5,0.0,2,0.0,0
2017-09-01 15:20:09,"531A","Chest Dip",1,0.0,8,0.0,0
2017-09-01 15:20:09,"531A","Chest Dip",2,0.0,8,0.0,0
2017-09-01 15:20:09,"531A","Chest Dip",3,0.0,8,0.0,0
2017-09-01 15:20:09,"531A","Chest Dip",4,0.0,8,0.0,0
2017-09-01 15:20:09,"531A","Chest Dip",5,0.0,6,0.0,0
2017-09-01 15:20:09,"531A","Military Press",1,95.0,5,0.0,0
2017-09-01 15:20:09,"531A","Military Press",2,95.0,5,0.0,0
2017-09-01 15:20:09,"531A","Military Press",3,95.0,5,0.0,0
2017-09-01 15:20:09,"531A","Military Press",4,95.0,8,0.0,0
2017-09-01 15:20:09,"531A","Pull Up",1,0.0,4,0.0,0
2017-09-01 15:20:09,"531A","Pull Up",2,0.0,4,0.0,0
2017-09-01 15:20:09,"531A","Pull Up",3,0.0,4,0.0,0
2017-09-01 15:20:09,"531A","Pull Up",4,0.0,2,0.0,0
2017-09-01 15:20:09,"531A","Pull Up",5,0.0,2,0.0,0
2017-09-01 15:20:09,"531A","Chest Dip",1,0.0,8,0.0,0
2017-09-01 15:20:09,"531A","Chest Dip",2,0.0,8,0.0,0
2017-09-01 15:20:09,"531A","Chest Dip",3,0.0,8,0.0,0
2017-09-01 15:20:09,"531A","Chest Dip",4,0.0,8,0.0,0
2017-09-01 15:20:09,"531A","Chest Dip",5,0.0,6,0.0,0
2017-09-04 14:30:59,"531D","Squat",1,180.0,5,0.0,0
2017-09-04 14:30:59,"531D","Squat",2,180.0,5,0.0,0
2017-09-04 14:30:59,"531D","Squat",3,180.0,5,0.0,0
2017-09-04 14:30:59,"531D","Squat",4,180.0,5,0.0,0
2017-09-04 14:30:59,"531D","Front Squat",1,95.0,10,0.0,0
2017-09-04 14:30:59,"531D","Front Squat",2,95.0,10,0.0,0
2017-09-04 14:30:59,"531D","Front Squat",3,95.0,10,0.0,0
2017-09-04 14:30:59,"531D","Pull Up",1,0.0,4,0.0,0
2017-09-04 14:30:59,"531D","Pull Up",2,0.0,4,0.0,0
2017-09-04 14:30:59,"531D","Pull Up",3,0.0,4,0.0,0
2017-09-04 14:30:59,"531D","Pull Up",4,0.0,4,0.0,0
2017-09-04 14:30:59,"531D","Pull Up",5,0.0,4,0.0,0
2017-09-04 14:30:59,"531D","Pull Up",6,0.0,3,0.0,0
2017-09-04 14:30:59,"531D","Pull Up",7,0.0,3,0.0,0
2017-09-05 14:55:02,"531C","Bench Press",1,165.0,5,0.0,0
2017-09-05 14:55:02,"531C","Bench Press",2,165.0,5,0.0,0
2017-09-05 14:55:02,"531C","Bench Press",3,165.0,5,0.0,0
2017-09-05 14:55:02,"531C","Bench Press",4,165.0,5,0.0,0
2017-09-05 14:55:02,"531C","Incline Bench DB",1,55.0,10,0.0,0
2017-09-05 14:55:02,"531C","Incline Bench DB",2,55.0,10,0.0,0
2017-09-05 14:55:02,"531C","Incline Bench DB",3,55.0,10,0.0,0
2017-09-05 14:55:02,"531C","Kroc Row",1,55.0,12,0.0,0
2017-09-05 14:55:02,"531C","Kroc Row",2,55.0,12,0.0,0
2017-09-05 14:55:02,"531C","Kroc Row",3,55.0,12,0.0,0
2017-09-05 14:55:02,"531C","Bench Press",1,165.0,5,0.0,0
2017-09-05 14:55:02,"531C","Bench Press",2,165.0,5,0.0,0
2017-09-05 14:55:02,"531C","Bench Press",3,165.0,5,0.0,0
2017-09-05 14:55:02,"531C","Bench Press",4,165.0,5,0.0,0
2017-09-05 14:55:02,"531C","Incline Bench DB",1,55.0,10,0.0,0
2017-09-05 14:55:02,"531C","Incline Bench DB",2,55.0,10,0.0,0
2017-09-05 14:55:02,"531C","Incline Bench DB",3,55.0,10,0.0,0
2017-09-05 14:55:02,"531C","Kroc Row",1,55.0,12,0.0,0
2017-09-05 14:55:02,"531C","Kroc Row",2,55.0,12,0.0,0
2017-09-05 14:55:02,"531C","Kroc Row",3,55.0,12,0.0,0
2017-09-07 19:08:07,"531B","Deadlift",1,255.0,5,0.0,0
2017-09-07 19:08:07,"531B","Deadlift",2,255.0,5,0.0,0
2017-09-07 19:08:07,"531B","Deadlift",3,255.0,5,0.0,0
2017-09-07 19:08:07,"531B","Good Morning",1,135.0,5,0.0,0
2017-09-07 19:08:07,"531B","Good Morning",2,135.0,7,0.0,0
2017-09-07 19:08:07,"531B","Good Morning",3,135.0,9,0.0,0
2017-09-07 19:08:07,"531B","Kroc Row",1,60.0,12,0.0,0
2017-09-07 19:08:07,"531B","Kroc Row",2,60.0,12,0.0,0
2017-09-07 19:08:07,"531B","Kroc Row",3,60.0,12,0.0,0
2017-09-07 19:08:07,"531B","Deadlift",1,255.0,5,0.0,0
2017-09-07 19:08:07,"531B","Deadlift",2,255.0,5,0.0,0
2017-09-07 19:08:07,"531B","Deadlift",3,255.0,5,0.0,0
2017-09-07 19:08:07,"531B","Good Morning",1,135.0,5,0.0,0
2017-09-07 19:08:07,"531B","Good Morning",2,135.0,7,0.0,0
2017-09-07 19:08:07,"531B","Good Morning",3,135.0,9,0.0,0
2017-09-07 19:08:07,"531B","Kroc Row",1,60.0,12,0.0,0
2017-09-07 19:08:07,"531B","Kroc Row",2,60.0,12,0.0,0
2017-09-07 19:08:07,"531B","Kroc Row",3,60.0,12,0.0,0
2017-09-08 17:12:18,"531A","Military Press",1,105.0,5,0.0,0
2017-09-08 17:12:18,"531A","Military Press",2,105.0,5,0.0,0
2017-09-08 17:12:18,"531A","Military Press",3,105.0,5,0.0,0
2017-09-08 17:12:18,"531A","Military Press",4,105.0,5,0.0,0
2017-09-08 17:12:18,"531A","Chest Dip",1,0.0,10,0.0,0
2017-09-08 17:12:18,"531A","Chest Dip",2,0.0,10,0.0,0
2017-09-08 17:12:18,"531A","Chest Dip",3,0.0,10,0.0,0
2017-09-08 17:12:18,"531A","Chest Dip",4,0.0,7,0.0,0
2017-09-08 17:12:18,"531A","Pull Up",1,0.0,4,0.0,0
2017-09-08 17:12:18,"531A","Pull Up",2,0.0,4,0.0,0
2017-09-08 17:12:18,"531A","Pull Up",3,0.0,4,0.0,0
2017-09-08 17:12:18,"531A","Pull Up",4,0.0,4,0.0,0
2017-09-08 17:12:18,"531A","Pull Up",5,0.0,3,0.0,0
2017-09-08 17:12:18,"531A","Pull Up",6,0.0,2,0.0,0
2017-09-08 17:12:18,"531A","Military Press",1,105.0,5,0.0,0
2017-09-08 17:12:18,"531A","Military Press",2,105.0,5,0.0,0
2017-09-08 17:12:18,"531A","Military Press",3,105.0,5,0.0,0
2017-09-08 17:12:18,"531A","Military Press",4,105.0,5,0.0,0
2017-09-08 17:12:18,"531A","Chest Dip",1,0.0,10,0.0,0
2017-09-08 17:12:18,"531A","Chest Dip",2,0.0,10,0.0,0
2017-09-08 17:12:18,"531A","Chest Dip",3,0.0,10,0.0,0
2017-09-08 17:12:18,"531A","Chest Dip",4,0.0,7,0.0,0
2017-09-08 17:12:18,"531A","Pull Up",1,0.0,4,0.0,0
2017-09-08 17:12:18,"531A","Pull Up",2,0.0,4,0.0,0
2017-09-08 17:12:18,"531A","Pull Up",3,0.0,4,0.0,0
2017-09-08 17:12:18,"531A","Pull Up",4,0.0,4,0.0,0
2017-09-08 17:12:18,"531A","Pull Up",5,0.0,3,0.0,0
2017-09-08 17:12:18,"531A","Pull Up",6,0.0,2,0.0,0
2017-09-11 15:49:54,"531D","Squat",1,205.0,3,0.0,0
2017-09-11 15:49:54,"531D","Squat",2,205.0,3,0.0,0
2017-09-11 15:49:54,"531D","Squat",3,205.0,3,0.0,0
2017-09-11 15:49:54,"531D","Squat",4,205.0,3,0.0,0
2017-09-11 15:49:54,"531D","Front Squat",1,105.0,8,0.0,0
2017-09-11 15:49:54,"531D","Front Squat",2,105.0,8,0.0,0
2017-09-11 15:49:54,"531D","Front Squat",3,105.0,8,0.0,0
2017-09-11 15:49:54,"531D","Pull Up",1,0.0,4,0.0,0
2017-09-11 15:49:54,"531D","Pull Up",2,0.0,4,0.0,0
2017-09-11 15:49:54,"531D","Pull Up",3,0.0,4,0.0,0
2017-09-11 15:49:54,"531D","Pull Up",4,0.0,4,0.0,0
2017-09-11 15:49:54,"531D","Pull Up",5,0.0,4,0.0,0
2017-09-11 15:49:54,"531D","Pull Up",6,0.0,4,0.0,0
2017-09-11 15:49:54,"531D","Pull Up",7,0.0,4,0.0,0
2017-09-11 15:49:54,"531D","Squat",1,205.0,3,0.0,0
2017-09-11 15:49:54,"531D","Squat",2,205.0,3,0.0,0
2017-09-11 15:49:54,"531D","Squat",3,205.0,3,0.0,0
2017-09-11 15:49:54,"531D","Squat",4,205.0,3,0.0,0
2017-09-11 15:49:54,"531D","Front Squat",1,105.0,8,0.0,0
2017-09-11 15:49:54,"531D","Front Squat",2,105.0,8,0.0,0
2017-09-11 15:49:54,"531D","Front Squat",3,105.0,8,0.0,0
2017-09-11 15:49:54,"531D","Pull Up",1,0.0,4,0.0,0
2017-09-11 15:49:54,"531D","Pull Up",2,0.0,4,0.0,0
2017-09-11 15:49:54,"531D","Pull Up",3,0.0,4,0.0,0
2017-09-11 15:49:54,"531D","Pull Up",4,0.0,4,0.0,0
2017-09-11 15:49:54,"531D","Pull Up",5,0.0,4,0.0,0
2017-09-11 15:49:54,"531D","Pull Up",6,0.0,4,0.0,0
2017-09-11 15:49:54,"531D","Pull Up",7,0.0,4,0.0,0
2017-09-12 09:30:27,"531C","Bench Press",1,185.0,3,0.0,0
2017-09-12 09:30:27,"531C","Bench Press",2,185.0,3,0.0,0
2017-09-12 09:30:27,"531C","Bench Press",3,185.0,3,0.0,0
2017-09-12 09:30:27,"531C","Bench Press",4,185.0,3,0.0,0
2017-09-12 09:30:27,"531C","Incline Bench DB",1,60.0,10,0.0,0
2017-09-12 09:30:27,"531C","Incline Bench DB",2,60.0,10,0.0,0
2017-09-12 09:30:27,"531C","Incline Bench DB",3,60.0,5,0.0,0
2017-09-12 09:30:27,"531C","Kroc Row",1,60.0,12,0.0,0
2017-09-12 09:30:27,"531C","Kroc Row",2,60.0,12,0.0,0
2017-09-12 09:30:27,"531C","Kroc Row",3,60.0,12,0.0,0
2017-09-15 10:30:10,"531B","Deadlift",1,285.0,3,0.0,0
2017-09-15 10:30:10,"531B","Deadlift",2,285.0,3,0.0,0
2017-09-15 10:30:10,"531B","Deadlift",3,275.0,3,0.0,0
2017-09-15 10:30:10,"531B","Deadlift",4,275.0,3,0.0,0
2017-09-15 10:30:10,"531B","Kroc Row",1,65.0,8,0.0,0
2017-09-15 10:30:10,"531B","Kroc Row",2,65.0,8,0.0,0
2017-09-15 10:30:10,"531B","Kroc Row",3,65.0,8,0.0,0
2017-09-15 10:30:10,"531B","Bulgarian Split Squat",1,25.0,10,0.0,0
2017-09-15 10:30:10,"531B","Bulgarian Split Squat",2,25.0,12,0.0,0
2017-09-15 10:30:10,"531B","Bulgarian Split Squat",3,25.0,6,0.0,0
2017-09-16 10:52:43,"531A","Military Press",1,115.0,3,0.0,0
2017-09-16 10:52:43,"531A","Military Press",2,115.0,3,0.0,0
2017-09-16 10:52:43,"531A","Military Press",3,115.0,3,0.0,0
2017-09-16 10:52:43,"531A","Military Press",4,115.0,3,0.0,0
2017-09-16 10:52:43,"531A","Chest Dip",1,0.0,10,0.0,0
2017-09-16 10:52:43,"531A","Chest Dip",2,0.0,10,0.0,0
2017-09-16 10:52:43,"531A","Chest Dip",3,0.0,10,0.0,0
2017-09-16 10:52:43,"531A","Chest Dip",4,0.0,7,0.0,0
2017-09-16 10:52:43,"531A","Pull Up",1,0.0,4,0.0,0
2017-09-16 10:52:43,"531A","Pull Up",2,0.0,4,0.0,0
2017-09-16 10:52:43,"531A","Pull Up",3,0.0,4,0.0,0
2017-09-18 11:03:27,"531D","Squat",1,170.0,5,0.0,0
2017-09-18 11:03:27,"531D","Squat",2,170.0,5,0.0,0
2017-09-18 11:03:27,"531D","Squat",3,170.0,5,0.0,0
2017-09-18 11:03:27,"531D","Squat",4,170.0,12,0.0,0
2017-09-18 11:03:27,"531D","Front Squat",1,135.0,7,0.0,0
2017-09-18 11:03:27,"531D","Front Squat",2,135.0,7,0.0,0
2017-09-18 11:03:27,"531D","Front Squat",3,135.0,7,0.0,0
2017-09-18 11:03:27,"531D","Pull Up",1,0.0,5,0.0,0
2017-09-18 11:03:27,"531D","Pull Up",2,0.0,5,0.0,0
2017-09-18 11:03:27,"531D","Pull Up",3,0.0,5,0.0,0
2017-09-18 11:03:27,"531D","Pull Up",4,0.0,4,0.0,0
2017-09-18 11:03:27,"531D","Pull Up",5,0.0,4,0.0,0
2017-09-18 11:03:27,"531D","Pull Up",6,0.0,2,0.0,0
2017-09-19 19:13:32,"531C","Bench Press",1,155.0,5,0.0,0
2017-09-19 19:13:32,"531C","Bench Press",2,155.0,5,0.0,0
2017-09-19 19:13:32,"531C","Bench Press",3,155.0,5,0.0,0
2017-09-19 19:13:32,"531C","Bench Press",4,155.0,12,0.0,0
2017-09-19 19:13:32,"531C","Incline Bench DB",1,60.0,10,0.0,0
2017-09-19 19:13:32,"531C","Incline Bench DB",2,60.0,10,0.0,0
2017-09-19 19:13:32,"531C","Incline Bench DB",3,60.0,7,0.0,0
2017-09-19 19:13:32,"531C","Kroc Row",1,65.0,10,0.0,0
2017-09-19 19:13:32,"531C","Kroc Row",2,65.0,10,0.0,0
2017-09-19 19:13:32,"531C","Kroc Row",3,65.0,10,0.0,0
2017-09-21 13:35:14,"531B","Deadlift",1,235.0,5,0.0,0
2017-09-21 13:35:14,"531B","Deadlift",2,235.0,5,0.0,0
2017-09-21 13:35:14,"531B","Deadlift",3,235.0,5,0.0,0
2017-09-21 13:35:14,"531B","Deadlift",4,235.0,12,0.0,0
2017-09-21 13:35:14,"531B","Kroc Row",1,65.0,8,0.0,0
2017-09-21 13:35:14,"531B","Kroc Row",2,65.0,8,0.0,0
2017-09-21 13:35:14,"531B","Kroc Row",3,65.0,8,0.0,0
2017-09-21 13:35:14,"531B","Bulgarian Split Squat",1,30.0,10,0.0,0
2017-09-21 13:35:14,"531B","Bulgarian Split Squat",2,30.0,10,0.0,0
2017-09-21 13:35:14,"531B","Bulgarian Split Squat",3,30.0,10,0.0,0
2017-09-23 11:49:06,"531A","Military Press",1,95.0,5,0.0,0
2017-09-23 11:49:06,"531A","Military Press",2,95.0,5,0.0,0
2017-09-23 11:49:06,"531A","Military Press",3,95.0,5,0.0,0
2017-09-23 11:49:06,"531A","Military Press",4,0.95,9,0.0,0
2017-09-23 11:49:06,"531A","Chest Dip",1,0.0,10,0.0,0
2017-09-23 11:49:06,"531A","Chest Dip",2,0.0,10,0.0,0
2017-09-23 11:49:06,"531A","Chest Dip",3,0.0,7,0.0,0
2017-09-23 11:49:06,"531A","Pull Up",1,0.0,4,0.0,0
2017-09-23 11:49:06,"531A","Pull Up",2,0.0,4,0.0,0
2017-09-23 11:49:06,"531A","Pull Up",3,0.0,4,0.0,0
2017-10-04 13:16:35,"Midday Workout","Squat",1,135.0,5,0.0,0
2017-10-04 13:16:35,"Midday Workout","Squat",2,135.0,5,0.0,0
2017-10-04 13:16:35,"Midday Workout","Squat",3,155.0,5,0.0,0
2017-10-04 13:16:35,"Midday Workout","Squat",4,155.0,7,0.0,0
2017-10-04 13:16:35,"Midday Workout","Bench Press",1,135.0,4,0.0,0
2017-10-04 13:16:35,"Midday Workout","Bench Press",2,135.0,5,0.0,0
2017-10-04 13:16:35,"Midday Workout","Bench Press",3,135.0,7,0.0,0
2017-10-04 13:16:35,"Midday Workout","Bench Press",4,135.0,5,0.0,0
2017-10-04 13:16:35,"Midday Workout","Chin Up",1,0.0,4,0.0,0
2017-10-04 13:16:35,"Midday Workout","Chin Up",2,0.0,4,0.0,0
2017-10-04 13:16:35,"Midday Workout","Chin Up",3,0.0,3,0.0,0
2017-10-04 13:16:35,"Midday Workout","Chin Up",4,0.0,4,0.0,0
2017-10-06 13:09:36,"Midday Workout","Squat",1,155.0,5,0.0,0
2017-10-06 13:09:36,"Midday Workout","Squat",2,155.0,5,0.0,0
2017-10-06 13:09:36,"Midday Workout","Squat",3,175.0,5,0.0,0
2017-10-06 13:09:36,"Midday Workout","Squat",4,175.0,5,0.0,0
2017-10-06 13:09:36,"Midday Workout","Incline Bench DB",1,55.0,12,0.0,0
2017-10-06 13:09:36,"Midday Workout","Incline Bench DB",2,55.0,12,0.0,0
2017-10-06 13:09:36,"Midday Workout","Incline Bench DB",3,55.0,10,0.0,0
2017-10-06 13:09:36,"Midday Workout","Chin Up",1,0.0,4,0.0,0
2017-10-06 13:09:36,"Midday Workout","Chin Up",2,0.0,4,0.0,0
2017-10-06 13:09:36,"Midday Workout","Chin Up",3,0.0,3,0.0,0
2017-10-06 13:09:36,"Midday Workout","Chin Up",4,0.0,4,0.0,0
2017-10-09 14:41:25,"Afternoon Workout","Bench Press",1,135.0,5,0.0,0
2017-10-09 14:41:25,"Afternoon Workout","Bench Press",2,155.0,5,0.0,0
2017-10-09 14:41:25,"Afternoon Workout","Bench Press",3,175.0,5,0.0,0
2017-10-09 14:41:25,"Afternoon Workout","Chin Up",1,0.0,4,0.0,0
2017-10-09 14:41:25,"Afternoon Workout","Chin Up",2,0.0,4,0.0,0
2017-10-09 14:41:25,"Afternoon Workout","Chin Up",3,0.0,3,0.0,0
2017-10-09 14:41:25,"Afternoon Workout","Chin Up",4,0.0,4,0.0,0
2017-10-09 14:41:25,"Afternoon Workout","Chin Up",5,0.0,4,0.0,0
2017-10-09 14:41:25,"Afternoon Workout","Chin Up",6,0.0,2,0.0,0
2017-10-09 14:41:25,"Afternoon Workout","Military Press",1,65.0,10,0.0,0
2017-10-09 14:41:25,"Afternoon Workout","Military Press",2,65.0,10,0.0,0
2017-10-09 14:41:25,"Afternoon Workout","Military Press",3,65.0,10,0.0,0
2017-10-09 14:41:25,"Afternoon Workout","Military Press",4,65.0,10,0.0,0
2017-10-09 14:41:25,"Afternoon Workout","Military Press",5,65.0,10,0.0,0
2017-10-10 15:20:21,"Afternoon Workout","Deadlift",1,205.0,5,0.0,0
2017-10-10 15:20:21,"Afternoon Workout","Deadlift",2,235.0,5,0.0,0
2017-10-10 15:20:21,"Afternoon Workout","Deadlift",3,270.0,5,0.0,0
2017-10-10 15:20:21,"Afternoon Workout","Squat",1,115.0,10,0.0,0
2017-10-10 15:20:21,"Afternoon Workout","Squat",2,115.0,10,0.0,0
2017-10-10 15:20:21,"Afternoon Workout","Squat",3,115.0,10,0.0,0
2017-10-10 15:20:21,"Afternoon Workout","Squat",4,115.0,10,0.0,0
2017-10-10 15:20:21,"Afternoon Workout","Squat",5,115.0,10,0.0,0
2017-10-12 19:06:21,"Evening Workout","Military Press",1,85.0,5,0.0,0
2017-10-12 19:06:21,"Evening Workout","Military Press",2,95.0,5,0.0,0
2017-10-12 19:06:21,"Evening Workout","Military Press",3,110.0,5,0.0,0
